-3.59585074236651,-6.90712017963488,-4.49618580375248,-10.5265110444437,-10.3600606976189,-9.66148624203545,-1.18538060148611,-3.84767373990492,-5.6835191658831,-6.35985854852248,-4.00746949129457,-7.48937502551892,-8.44661219747557,-9.05571324691653,0.151186179093027,-7.83791761211347,-13.8486268663063,-6.47399545100736,-10.4589075171985,-7.23335365898353,-7.83433327784044,-5.82510684075157
-2.91661901643498,-6.78982557536914,-4.44702665295952,-10.206047612907,-10.6727046744186,-9.72202448308135,-0.84034457914342,-3.74140919479549,-5.2581584561405,-6.28507628253599,-4.01938911204189,-7.15656913153049,-8.51543954476272,-9.04518078796873,0.499667543628316,-7.4825244720825,-13.4940526653037,-6.04012992935948,-10.2121173433622,-6.83062153912801,-7.57807151153255,-5.45194610418743
-2.94311968616363,-6.69477125269307,-4.24659805035814,-10.6261563125161,-11.4420229360712,-9.20012570497565,-1.22083261649565,-3.11610279644653,-4.79831045582351,-6.11547288145757,-3.8069208590799,-7.61288181691573,-9.03762138083827,-8.56373638733655,0.0273872744521585,-7.39440902377701,-13.9602831166999,-5.68025199100637,-10.629534576575,-6.76421886327887,-7.0603346153594,-4.96966902757233
-3.35859984924132,-6.5720931310931,-3.69458538901674,-10.4687762072328,-10.9159202453157,-8.81204466444878,-1.34459949429169,-2.52516408888611,-4.56617300053485,-5.96981519460545,-3.21413942986585,-7.3177214357156,-8.80017084016027,-8.23885795991842,-0.0766902998492276,-7.35639968147547,-13.7748630265902,-5.57911778463609,-10.4845075782439,-6.74426345334079,-6.76688082955148,-4.74321721545711
-3.13207493500977,-6.04468387718017,-2.702024238071,-9.61400903849044,-10.1827245920324,-8.89714242065334,-0.58805666604088,-2.61216899084381,-4.23607721467135,-5.5160293686345,-2.30632982893455,-6.38069152484129,-8.29041702827292,-8.18068609541572,0.791382099109031,-6.75861662805409,-12.921233795788,-5.2005866183093,-9.70488118676426,-6.2002738551076,-6.48075907234164,-4.43194238683505
-2.95859450497148,-5.56860823792646,-2.78468260793848,-9.2113969935568,-9.08861245248949,-8.92564322405913,-0.156776723063489,-2.94728604118795,-4.31287670378408,-5.04302316052384,-2.40066032118926,-5.74678147721306,-7.35894071122517,-8.04330681069553,1.21140451882822,-6.54179480963636,-12.7604367871982,-5.15120266236136,-9.2361886833318,-5.95435106315403,-6.41125158331005,-4.4818046695437
-2.93832475119962,-6.22851730920658,-3.83655003338529,-9.73077923224655,-9.3811257445032,-8.76017687253506,-0.55717112278938,-3.41210755819349,-5.1274314112927,-5.70328792854841,-3.40802695561953,-6.22185246388924,-7.60156095942767,-7.95132443938405,0.798128177898858,-7.20739253481208,-13.3815780902767,-5.9003699487371,-9.46837631868248,-6.55106597839327,-7.18451424731723,-5.27164881921481
-2.87189285467805,-5.32610045302446,-3.37369333922693,-8.91133075716103,-9.84593900153152,-8.35359254246874,0.499215890594978,-2.62579387980589,-4.19841677652091,-4.84045964289842,-2.98317597383013,-6.05255091321677,-7.83393222782533,-7.64867424231182,1.90252192471517,-6.12826459612661,-12.5246309441084,-4.85627687297873,-8.92790443880978,-5.53740808548947,-6.39538287666669,-4.34435547818159
-3.13975383324506,-6.16243082088296,-3.5329396659749,-9.5187896958029,-10.2054767117293,-8.89224932583101,-0.214336807651244,-2.73438651335191,-4.3584205764984,-5.676230155277,-3.07689155303613,-6.78714099117871,-8.2136519737669,-8.23878361475427,1.18563744194244,-6.97615094408665,-13.1019306389463,-5.12968443490181,-9.32163791081209,-6.37631044267293,-6.57097955451977,-4.54921687466822
-3.53305300644336,-8.00607795988367,-4.56748031987209,-11.4078891536818,-11.3910449957609,-10.0683644455887,-2.38617119177311,-3.47147752172738,-5.41593126722969,-7.4664731736526,-4.09849646055734,-8.35248053359087,-9.51842085450372,-9.65950388636396,-1.03783089851884,-8.80613832371695,-14.6932968287545,-6.45862425294714,-10.8863218772903,-8.06141771754205,-7.63656744471041,-5.5758676719138
-2.90179251782395,-6.17985788028711,-3.90914988219339,-9.93324616709932,-10.5707773445381,-9.04072789446533,-0.180412143017649,-2.68579498768043,-4.52821358727509,-5.65274623960021,-3.51879989087503,-7.06806875319414,-8.18735332586794,-8.56750045390702,1.26748867599854,-6.96045114158547,-13.2974047987817,-5.35752965791966,-9.80971053853082,-6.25054133717249,-6.86338927568848,-4.67708064627523
-2.79856949727929,-5.07069548182311,-2.02696812803861,-8.42329756617144,-9.03466796537239,-8.06160148962273,0.916571242336304,-2.58061513490687,-4.20315291765143,-4.58838820033961,-1.64100863754828,-5.75518263422248,-6.761279022716,-7.28637098339795,2.3272266620856,-6.06209747171024,-11.8784666869872,-4.92049072126017,-8.08321470459976,-5.53504642368756,-6.50969016851654,-4.36971616308977
-3.88715899790693,-5.21168084495719,-1.70799915859047,-8.63800037058496,-9.3039728529269,-8.97290351882165,0.039402743127421,-3.28724780920523,-4.6284043999206,-4.66441154424871,-1.33026646417236,-5.84307121764518,-7.1730096910934,-8.13813631485789,1.34530778286975,-6.4108607684902,-12.2986113456344,-5.34971860119449,-8.35164465333458,-6.0271634713347,-6.77979768622073,-4.7839226548838
-3.86235822789193,-5.90697721446663,-3.34725215857857,-9.48405539983909,-10.2617528733512,-9.8054651176,-0.434209961892466,-3.58810807652814,-4.8929784050104,-5.36295344537355,-2.95666032642863,-6.57327609829287,-8.30538955250262,-8.91832656102962,0.848728429289089,-6.94862949880903,-13.3405653525196,-5.66933160465204,-9.30289763795556,-6.48201255546907,-7.13925346771513,-5.08452794053424
-3.41060556016394,-5.06910800742813,-2.35835657224085,-9.03515979847195,-10.0340364336695,-9.33924386542136,-0.767513949818253,-2.74529215979765,-4.38503557810867,-4.61815321806944,-1.91049259819564,-5.77387758223106,-7.99849762476669,-8.48427559419033,0.51446064837387,-6.33439023803837,-12.6227268933067,-5.29888485997257,-8.96592919300263,-6.00014221130819,-6.79899600178297,-4.58590671930852
-3.71402600428676,-5.11774271734584,-0.950159534698582,-9.0767681602512,-9.32640984383526,-8.84463247651306,-1.03784166352008,-2.70441931270213,-4.59080928892785,-4.7228224085479,-0.497840114566953,-4.54411608920627,-7.29668530096522,-8.00345728488611,0.355525508768077,-6.55687325559877,-12.6357895688357,-5.49057207684613,-8.63902125141191,-6.33849338594097,-6.8992671559604,-4.77839447535193
-4.04237246644361,-5.23599624037178,-0.357203914115137,-8.84474944037785,-8.56139380171478,-8.28019290330919,-0.805413617803266,-3.3102391810496,-5.27088076616976,-4.76456961140491,0.103040995240533,-4.92000721389257,-6.68059420016492,-7.40375877681391,0.671241619510864,-7.01327895548837,-12.6279325632375,-6.04540227952172,-7.91904419870513,-6.9035891661778,-7.37143314216679,-5.4587895733003
